S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate
23,34,0.0824,145.3975,-6972.0,2734.28,0.5018
41,47,0.0823,145.2326,-6806.66,2731.18,0.5003
1,92,0.0823,145.1848,-7813.06,2730.28,0.4999
9,61,0.0823,145.1996,-6830.99,2730.56,0.4957
21,124,0.0823,145.1263,-6995.0,2729.18,0.5035
36,89,0.0822,144.971,-5708.25,2726.26,0.5033
34,76,0.0822,145.1018,-5681.62,2728.72,0.5028
23,117,0.0822,145.0922,-6040.5,2728.54,0.5039
43,47,0.0822,144.9455,-7289.56,2725.78,0.5005
25,114,0.0822,145.0454,-6415.25,2727.66,0.5039
43,65,0.0821,144.8444,-5252.5,2723.88,0.5026
36,43,0.082,144.7243,-5119.5,2721.62,0.5005
49,63,0.082,144.7211,-5584.5,2721.56,0.5031
38,51,0.082,144.7009,-6806.66,2721.18,0.5005
27,31,0.082,144.6785,-7631.25,2720.76,0.5009
30,48,0.082,144.6955,-5321.33,2721.08,0.4986
39,47,0.0819,144.5105,-6744.94,2717.6,0.5005
32,79,0.0819,144.4637,-5745.12,2716.72,0.502
36,44,0.0819,144.5403,-5149.45,2718.16,0.5012
28,52,0.0818,144.369,-5493.47,2714.94,0.4999
104,123,0.0818,144.2712,-6604.25,2713.1,0.5052
27,39,0.0818,144.402,-7220.75,2715.56,0.5018
35,45,0.0818,144.3148,-5153.69,2713.92,0.5009
44,54,0.0818,144.2606,-6006.94,2712.9,0.5018
105,122,0.0818,144.2712,-6604.25,2713.1,0.5052
37,70,0.0817,144.1149,-6023.68,2710.16,0.5018
18,33,0.0817,144.1829,-6944.11,2711.44,0.4982
32,82,0.0817,144.1042,-5192.0,2709.96,0.5031
14,47,0.0816,143.8862,-7072.46,2705.86,0.4988
29,69,0.0816,143.9692,-6738.92,2707.42,0.5003
35,40,0.0816,143.9979,-5882.0,2707.96,0.4984
28,74,0.0816,143.8809,-6167.08,2705.76,0.4997
33,48,0.0815,143.7426,-5149.45,2703.16,0.5007
27,48,0.0815,143.7437,-6192.5,2703.18,0.4991
22,87,0.0815,143.765,-6274.76,2703.58,0.4995
33,80,0.0814,143.6522,-5419.75,2701.46,0.5035
24,41,0.0814,143.6671,-7624.75,2701.74,0.5009
25,77,0.0814,143.6427,-6910.06,2701.28,0.4997
31,78,0.0813,143.4608,-5870.48,2697.86,0.5016
42,48,0.0813,143.5097,-7289.56,2698.78,0.5003
58,123,0.0811,143.0854,-6397.54,2690.8,0.505
14,58,0.0811,143.0769,-7487.5,2690.64,0.4965
34,46,0.0811,143.1343,-5153.69,2691.72,0.5007
11,49,0.081,142.9131,-7531.99,2687.56,0.4982
57,124,0.0809,142.6866,-6120.54,2683.3,0.505
18,122,0.0809,142.7312,-5924.5,2684.14,0.5052
30,100,0.0809,142.7014,-5739.0,2683.58,0.5031
110,117,0.0807,142.3303,-6542.25,2676.6,0.5052
41,57,0.0807,142.3941,-5885.04,2677.8,0.5024
113,114,0.0807,142.3303,-6542.25,2676.6,0.5052
108,119,0.0807,142.3303,-6542.25,2676.6,0.5052
35,53,0.0807,142.4239,-6618.68,2678.36,0.5016
102,126,0.0807,142.3303,-6542.25,2676.6,0.5052
107,120,0.0807,142.3303,-6542.25,2676.6,0.5052
112,115,0.0807,142.3303,-6542.25,2676.6,0.5052
27,75,0.0807,142.4494,-6489.0,2678.84,0.4993
109,118,0.0807,142.3303,-6542.25,2676.6,0.5052
106,121,0.0807,142.3303,-6542.25,2676.6,0.5052
111,116,0.0807,142.3303,-6542.25,2676.6,0.5052
18,51,0.0806,142.2441,-7213.86,2674.98,0.4997
67,109,0.0806,142.2612,-6048.54,2675.3,0.505
27,76,0.0806,142.2324,-6193.58,2674.76,0.4997
76,118,0.0806,142.1431,-6504.76,2673.08,0.505
69,106,0.0806,142.2612,-6048.54,2675.3,0.505
66,111,0.0806,142.2612,-6048.54,2675.3,0.505
24,59,0.0806,142.2803,-5812.68,2675.66,0.5001
32,61,0.0806,142.276,-6625.26,2675.58,0.5001
40,50,0.0805,141.941,-7318.06,2669.28,0.5005
52,59,0.0805,142.0474,-5736.0,2671.28,0.5028
27,29,0.0805,142.1006,-7018.0,2672.28,0.5012
36,78,0.0805,141.9921,-5356.6,2670.24,0.5022
73,123,0.0804,141.9304,-6508.76,2669.08,0.505
74,121,0.0804,141.9304,-6508.76,2669.08,0.505
24,54,0.0804,141.8815,-6190.5,2668.16,0.4988
25,49,0.0804,141.7666,-6777.5,2666.0,0.4999
28,43,0.0804,141.9378,-6514.5,2669.22,0.4991
45,53,0.0803,141.6549,-6006.94,2663.9,0.5016
30,72,0.0803,141.6677,-5279.2,2664.14,0.5005
9,53,0.0803,141.6794,-7720.69,2664.36,0.4967
40,46,0.0803,141.6624,-6798.5,2664.04,0.5003
41,45,0.0803,141.6624,-6798.5,2664.04,0.5003
59,117,0.0802,141.4529,-5663.74,2660.1,0.506
75,98,0.0802,141.5167,-5984.54,2661.3,0.5054
34,54,0.0802,141.5465,-6618.68,2661.86,0.5014
35,74,0.0801,141.2806,-5447.0,2656.86,0.5022
43,66,0.08,141.0955,-5093.96,2653.38,0.5026
23,84,0.08,141.204,-6593.42,2655.42,0.4986
9,54,0.08,141.1785,-7800.11,2654.94,0.4963
24,56,0.08,141.1434,-5548.56,2654.28,0.4997
30,64,0.0799,141.0456,-6870.9,2652.44,0.5005
9,55,0.0799,141.0222,-8145.05,2652.0,0.4959
75,120,0.0799,140.952,-6600.66,2650.68,0.505
24,89,0.0799,140.9573,-5297.56,2650.78,0.5016
31,53,0.0798,140.7839,-5906.32,2647.52,0.5007
13,109,0.0798,140.8754,-6662.3,2649.24,0.4995
54,126,0.0798,140.8414,-5672.74,2648.6,0.5066
36,90,0.0797,140.6425,-5702.25,2644.86,0.5035
1,22,0.0797,140.6946,-6428.37,2645.84,0.4915
12,44,0.0797,140.6148,-7236.71,2644.34,0.4991
29,101,0.0796,140.3628,-5632.0,2639.6,0.5041
30,49,0.0796,140.3606,-5293.33,2639.56,0.4991
45,68,0.0796,140.4245,-5741.5,2640.76,0.5028
36,88,0.0796,140.434,-5638.25,2640.94,0.5037
16,58,0.0796,140.5255,-6894.0,2642.66,0.498
22,59,0.0796,140.4723,-6015.68,2641.66,0.4995
30,71,0.0795,140.249,-5831.38,2637.46,0.5001
82,90,0.0795,140.2405,-5973.04,2637.3,0.5058
81,91,0.0795,140.2671,-5973.04,2637.8,0.506
41,49,0.0794,140.0001,-7318.06,2632.78,0.5005
31,50,0.0794,140.1267,-5226.18,2635.16,0.5009
29,78,0.0794,140.1575,-5799.1,2635.74,0.5005
26,49,0.0794,140.0746,-6278.0,2634.18,0.4991
25,79,0.0793,139.8438,-6719.0,2629.84,0.4991
40,73,0.0793,139.9395,-5174.5,2631.64,0.5024
32,50,0.0793,139.9661,-5119.5,2632.14,0.5014
26,30,0.0792,139.814,-7061.0,2629.28,0.5012
26,109,0.0792,139.6577,-5747.0,2626.34,0.5037
48,60,0.0792,139.7991,-5044.5,2629.0,0.5026
104,125,0.0791,139.512,-6542.25,2623.6,0.5052
31,49,0.0791,139.6385,-5119.5,2625.98,0.5005
20,51,0.0791,139.513,-7356.75,2623.62,0.4995
38,53,0.079,139.3088,-6899.06,2619.78,0.4999
28,66,0.0789,139.195,-6837.9,2617.64,0.5012
22,85,0.0789,139.1387,-6599.76,2616.58,0.4986
25,120,0.0789,139.2812,-6540.0,2619.26,0.5033
44,69,0.0789,139.2525,-5545.5,2618.72,0.5026
31,106,0.0787,138.776,-5873.5,2609.76,0.5031
26,53,0.0787,138.8313,-5795.0,2610.8,0.4991
32,98,0.0787,138.8324,-5523.0,2610.82,0.5024
24,75,0.0787,138.9036,-7113.88,2612.16,0.5005
23,124,0.0786,138.6973,-6411.0,2608.28,0.5041
17,32,0.0786,138.7335,-7697.34,2608.96,0.4982
34,74,0.0786,138.6792,-5678.4,2607.94,0.5005
15,41,0.0786,138.7207,-7646.33,2608.72,0.5003
16,40,0.0786,138.5952,-7903.58,2606.36,0.4988
122,124,0.0785,138.5622,-6930.5,2605.74,0.5058
26,85,0.0785,138.5644,-5370.0,2605.78,0.5016
121,125,0.0785,138.5622,-6930.5,2605.74,0.5058
120,126,0.0785,138.5622,-6930.5,2605.74,0.5058
37,42,0.0785,138.4357,-5119.5,2603.36,0.5003
23,61,0.0785,138.558,-5699.18,2605.66,0.5003
26,47,0.0784,138.3261,-6770.0,2601.3,0.4997
123,125,0.0784,138.3495,-6798.5,2601.74,0.5052
24,62,0.0784,138.3666,-6331.78,2602.06,0.5012
122,126,0.0784,138.3495,-6798.5,2601.74,0.5052
29,70,0.0783,138.2294,-6929.36,2599.48,0.4999
26,41,0.0783,138.1698,-7776.75,2598.36,0.5012
16,90,0.0783,138.1219,-6767.38,2597.46,0.498
31,105,0.0783,138.1113,-5738.0,2597.26,0.5035
32,97,0.0782,138.0337,-5518.25,2595.8,0.5026
29,56,0.0782,137.9486,-5951.64,2594.2,0.5007
1,88,0.0782,138.0379,-7697.91,2595.88,0.4993
12,104,0.0782,138.056,-7622.62,2596.22,0.4984
19,53,0.0782,138.0167,-7071.0,2595.48,0.4995
22,43,0.0781,137.838,-7299.25,2592.12,0.5012
25,86,0.0781,137.7667,-5444.0,2590.78,0.5009
30,109,0.0781,137.7391,-5745.0,2590.26,0.5031
32,95,0.078,137.5625,-5687.25,2586.94,0.5026
1,93,0.078,137.6668,-8117.84,2588.9,0.5007
17,54,0.078,137.6221,-7356.0,2588.06,0.4984
74,122,0.0779,137.3988,-6804.98,2583.86,0.5052
45,62,0.0779,137.3626,-5252.5,2583.18,0.5018
30,87,0.0778,137.1786,-5261.62,2579.72,0.5026
72,124,0.0778,137.3413,-6595.06,2582.78,0.505
45,49,0.0778,137.236,-5613.04,2580.8,0.502
16,55,0.0777,137.1169,-7790.5,2578.56,0.4974
29,107,0.0777,137.0084,-6366.0,2576.52,0.5031
23,78,0.0776,136.883,-6803.38,2574.16,0.5003
46,67,0.0775,136.6479,-5488.5,2569.74,0.5028
15,40,0.0775,136.7628,-8054.65,2571.9,0.5001
12,103,0.0775,136.7266,-7622.62,2571.22,0.4978
25,54,0.0775,136.7564,-5599.56,2571.78,0.4995
24,121,0.0775,136.649,-6328.0,2569.76,0.5041
31,60,0.0775,136.6883,-7043.54,2570.5,0.5018
17,35,0.0775,136.7862,-7552.21,2572.34,0.4986
27,115,0.0775,136.8223,-6545.25,2573.02,0.5031
17,56,0.0775,136.6862,-7219.5,2570.46,0.4982
27,107,0.0774,136.4778,-5694.0,2566.54,0.5031
26,44,0.0772,136.1289,-8043.36,2559.98,0.4986
46,48,0.0771,136.0651,-5664.06,2558.78,0.502
15,53,0.0771,136.0513,-6991.5,2558.52,0.4982
26,76,0.0771,136.08,-6802.78,2559.06,0.4993
68,126,0.0771,136.0481,-7020.88,2558.46,0.5056
28,105,0.0771,136.0523,-5911.0,2558.54,0.5026
28,82,0.0771,135.9992,-5512.8,2557.54,0.5026
12,50,0.077,135.8099,-6420.07,2553.98,0.4974
31,80,0.0769,135.6131,-5691.56,2550.28,0.5016
73,86,0.0769,135.6812,-5537.0,2551.56,0.5071
72,87,0.0769,135.6812,-5537.0,2551.56,0.5071
38,61,0.0769,135.5982,-6139.34,2550.0,0.5016
31,104,0.0768,135.5217,-5858.0,2548.56,0.5031
29,71,0.0768,135.5291,-6584.14,2548.7,0.4999
31,81,0.0768,135.4536,-5713.56,2547.28,0.5014
13,107,0.0768,135.4738,-6855.68,2547.66,0.4993
28,111,0.0767,135.2377,-6126.5,2543.22,0.5037
25,48,0.0767,135.4015,-7133.75,2546.3,0.4993
36,71,0.0767,135.3026,-6064.4,2544.44,0.5018
64,96,0.0766,135.0962,-5322.0,2540.56,0.5079
76,119,0.0766,135.1866,-6709.08,2542.26,0.5052
31,69,0.0766,135.0899,-5865.9,2540.44,0.5003
14,50,0.0766,135.1718,-6982.0,2541.98,0.4984
35,93,0.0766,135.1866,-5582.25,2542.26,0.5033
28,38,0.0766,135.1228,-7295.5,2541.06,0.5009
36,70,0.0765,134.9835,-6064.4,2538.44,0.5009
14,51,0.0765,135.0356,-7091.02,2539.42,0.4978
74,99,0.0765,134.9229,-5984.54,2537.3,0.5052
71,103,0.0765,134.9229,-5984.54,2537.3,0.5052
32,96,0.0764,134.8506,-5466.25,2535.94,0.5026
42,71,0.0764,134.7442,-5044.5,2533.94,0.5024
48,49,0.0763,134.657,-5885.04,2532.3,0.5024
29,65,0.0763,134.6389,-6995.38,2531.96,0.5005
46,51,0.0763,134.657,-5885.04,2532.3,0.5024
40,48,0.0763,134.6762,-6841.18,2532.66,0.4999
47,50,0.0763,134.657,-5885.04,2532.3,0.5024
45,52,0.0763,134.657,-5885.04,2532.3,0.5024
30,82,0.0762,134.4805,-5762.36,2528.98,0.5014
15,43,0.0762,134.4837,-7835.28,2529.04,0.4986
21,36,0.0762,134.5188,-6773.64,2529.7,0.5018
37,38,0.0762,134.4794,-6061.0,2528.96,0.4978
36,39,0.0762,134.4794,-6061.0,2528.96,0.4978
21,94,0.0762,134.5017,-5883.46,2529.38,0.5001
26,121,0.0761,134.3178,-5771.75,2525.92,0.5028
18,50,0.0761,134.1976,-7067.18,2523.66,0.4997
19,29,0.076,134.0965,-7877.29,2521.76,0.4976
24,92,0.076,134.0019,-5596.5,2519.98,0.5024
13,55,0.076,134.1061,-7109.0,2521.94,0.4969
103,126,0.0759,133.9817,-6542.25,2519.6,0.505
31,108,0.0759,133.9296,-5308.0,2518.62,0.5026
37,69,0.0759,133.936,-6229.1,2518.74,0.5012
21,45,0.0759,133.8498,-7412.25,2517.12,0.5007
3,71,0.0759,133.8445,-7837.22,2517.02,0.4978
74,85,0.0758,133.7403,-5589.28,2515.06,0.5071
34,57,0.0758,133.6552,-7106.38,2513.46,0.5005
43,70,0.0758,133.7605,-5545.5,2515.44,0.5024
47,61,0.0758,133.7105,-5044.5,2514.5,0.5026
77,82,0.0758,133.7403,-5589.28,2515.06,0.5071
78,81,0.0758,133.7403,-5589.28,2515.06,0.5071
79,80,0.0758,133.7403,-5589.28,2515.06,0.5071
75,84,0.0758,133.7403,-5589.28,2515.06,0.5071
76,83,0.0758,133.7403,-5589.28,2515.06,0.5071
33,49,0.0757,133.4999,-5380.3,2510.54,0.5009
44,68,0.0757,133.6009,-5044.5,2512.44,0.5022
72,102,0.0757,133.6467,-5984.54,2513.3,0.5054
23,59,0.0757,133.5648,-5768.0,2511.76,0.5001
31,67,0.0757,133.6297,-6692.36,2512.98,0.5005
3,73,0.0756,133.3606,-8010.32,2507.92,0.4963
23,43,0.0755,133.2659,-7762.25,2506.14,0.5007
27,81,0.0754,132.9767,-5412.75,2500.7,0.5012
36,38,0.0754,132.9628,-6608.0,2500.44,0.4993
29,84,0.0754,133.0447,-5784.36,2501.98,0.5014
21,50,0.0753,132.8458,-7506.25,2498.24,0.5001
33,43,0.0753,132.8373,-5780.0,2498.08,0.4978
27,108,0.0752,132.6225,-5694.0,2494.04,0.5028
31,103,0.0752,132.7033,-6173.0,2495.56,0.5028
24,123,0.0752,132.6076,-6371.0,2493.76,0.5037
12,105,0.0751,132.4853,-7342.88,2491.46,0.4988
23,83,0.0751,132.5332,-6492.48,2492.36,0.4986
14,57,0.0751,132.5853,-8059.5,2493.34,0.4961
25,42,0.075,132.3205,-7533.25,2488.36,0.5016
13,101,0.0749,132.1067,-7479.0,2484.34,0.4976
37,65,0.0749,132.1375,-6197.92,2484.92,0.5003
37,89,0.0749,132.1886,-5114.25,2485.88,0.5033
37,90,0.0748,131.9163,-5107.48,2480.76,0.5033
33,56,0.0748,132.0493,-6815.28,2483.26,0.5012
24,122,0.0748,131.9163,-6371.0,2480.76,0.5035
26,70,0.0748,131.9663,-6715.34,2481.7,0.5012
27,35,0.0748,132.0376,-7410.8,2483.04,0.5014
22,46,0.0748,131.9727,-7210.52,2481.82,0.5012
6,9,0.0747,131.8142,-9656.18,2478.84,0.4946
30,37,0.0747,131.7462,-7824.5,2477.56,0.5001
41,73,0.0747,131.7132,-5125.5,2476.94,0.5024
28,112,0.0747,131.7706,-6135.0,2478.02,0.5033
33,81,0.0747,131.8738,-5281.5,2479.96,0.5026
27,82,0.0746,131.626,-5412.75,2475.3,0.5012
55,64,0.0746,131.6164,-4769.5,2475.12,0.5026
15,120,0.0744,131.342,-5430.38,2469.96,0.5016
37,52,0.0744,131.3006,-6806.66,2469.18,0.5003
55,125,0.0743,131.1634,-5584.74,2466.6,0.5066
32,47,0.0743,131.0985,-5222.53,2465.38,0.5003
31,48,0.0743,131.1517,-5222.53,2466.38,0.4997
42,66,0.0742,130.9177,-5252.5,2461.98,0.5018
26,89,0.0741,130.7582,-5538.36,2458.98,0.5031
25,87,0.0741,130.6678,-5297.56,2457.28,0.5014
16,91,0.074,130.487,-7407.96,2453.88,0.4982
36,75,0.074,130.5784,-5348.74,2455.6,0.5031
28,75,0.074,130.5029,-6077.66,2454.18,0.5003
20,28,0.0739,130.3157,-7626.39,2450.66,0.4978
24,87,0.0739,130.3966,-5484.66,2452.18,0.5014
64,97,0.0739,130.4168,-5536.78,2452.56,0.5073
26,40,0.0738,130.1488,-7518.25,2447.52,0.5016
23,126,0.0738,130.136,-6454.5,2447.28,0.5037
13,58,0.0738,130.1647,-7880.5,2447.82,0.4957
10,60,0.0737,129.9914,-6823.49,2444.56,0.4942
33,97,0.0737,130.0786,-6102.25,2446.2,0.5028
27,67,0.0737,130.086,-7050.7,2446.34,0.5009
17,53,0.0737,129.9648,-7320.78,2444.06,0.4984
36,68,0.0736,129.8776,-6280.42,2442.42,0.5005
43,71,0.0736,129.7882,-5401.5,2440.74,0.5024
24,118,0.0736,129.8733,-6380.5,2442.34,0.5035
27,55,0.0735,129.6255,-5489.23,2437.68,0.5003
28,81,0.0735,129.7319,-5522.16,2439.68,0.5012
27,42,0.0735,129.6149,-8165.86,2437.48,0.4991
49,59,0.0735,129.7468,-5044.5,2439.96,0.502
38,50,0.0734,129.5894,-6984.04,2437.0,0.5005
20,42,0.0734,129.5053,-7873.0,2435.42,0.5007
39,51,0.0734,129.4447,-7482.56,2434.28,0.5005
21,43,0.0734,129.4968,-7437.08,2435.26,0.5009
38,52,0.0734,129.4447,-7482.56,2434.28,0.5005
31,37,0.0733,129.2692,-7966.36,2430.98,0.4988
80,92,0.0733,129.3926,-5973.04,2433.3,0.5056
79,93,0.0733,129.3926,-5973.04,2433.3,0.5056
15,56,0.0732,129.2086,-7907.5,2429.84,0.4965
21,125,0.0731,129.0406,-6859.5,2426.68,0.5035
26,69,0.0731,128.9427,-7188.2,2424.84,0.5007
34,58,0.0731,128.9502,-7198.36,2424.98,0.5009
12,58,0.0731,128.9002,-7138.5,2424.04,0.4961
61,102,0.073,128.8747,-5537.0,2423.56,0.5071
37,76,0.073,128.7588,-5110.96,2421.38,0.5024
22,42,0.073,128.7449,-7904.22,2421.12,0.5012
10,50,0.0729,128.5439,-7167.21,2417.34,0.4967
32,57,0.0729,128.6652,-7060.92,2419.62,0.5014
28,44,0.0728,128.378,-6847.0,2414.22,0.4988
68,91,0.0728,128.3908,-5420.88,2414.46,0.5079
22,25,0.0727,128.2185,-7224.58,2411.22,0.4978
16,43,0.0727,128.3461,-8130.72,2413.62,0.4991
26,111,0.0727,128.1887,-6415.25,2410.66,0.5035
22,86,0.0727,128.2791,-6381.48,2412.36,0.4993
20,47,0.0726,128.1068,-7196.22,2409.12,0.5007
104,124,0.0726,128.0792,-6542.25,2408.6,0.505
103,125,0.0726,128.0792,-6542.25,2408.6,0.505
16,92,0.0726,128.1472,-7496.96,2409.88,0.4984
42,70,0.0725,127.858,-5044.5,2404.44,0.5018
24,33,0.0725,127.9292,-7318.25,2405.78,0.5012
26,60,0.0725,127.9813,-6492.08,2406.76,0.5016
28,87,0.0725,127.8835,-5507.42,2404.92,0.502
31,59,0.0725,127.9409,-7043.54,2406.0,0.5014
69,91,0.0724,127.6516,-5537.0,2400.56,0.5071
68,92,0.0724,127.6516,-5537.0,2400.56,0.5071
70,90,0.0724,127.6516,-5537.0,2400.56,0.5071
51,60,0.0722,127.3975,-5931.5,2395.78,0.5024
50,61,0.0722,127.3975,-5931.5,2395.78,0.5024
43,69,0.0722,127.4326,-5044.5,2396.44,0.502
30,68,0.0721,127.1688,-6846.86,2391.48,0.4997
20,27,0.0721,127.2603,-7392.6,2393.2,0.4967
55,126,0.0721,127.2124,-5623.04,2392.3,0.5062
45,67,0.0721,127.1401,-5441.0,2390.94,0.5022
26,110,0.072,127.1082,-5821.0,2390.34,0.5031
13,49,0.0719,126.9231,-7249.08,2386.86,0.4978
106,122,0.0718,126.7498,-6542.25,2383.6,0.5047
105,123,0.0718,126.7498,-6542.25,2383.6,0.5047
107,121,0.0718,126.7498,-6542.25,2383.6,0.5047
23,47,0.0718,126.6243,-8067.75,2381.24,0.4995
111,117,0.0718,126.7498,-6542.25,2383.6,0.5047
110,118,0.0718,126.7498,-6542.25,2383.6,0.5047
112,116,0.0718,126.7498,-6542.25,2383.6,0.5047
109,119,0.0718,126.7498,-6542.25,2383.6,0.5047
24,86,0.0718,126.7306,-5614.6,2383.24,0.5005
108,120,0.0718,126.7498,-6542.25,2383.6,0.5047
42,49,0.0718,126.686,-6658.94,2382.4,0.5007
113,115,0.0718,126.7498,-6542.25,2383.6,0.5047
36,54,0.0717,126.5158,-7324.64,2379.2,0.5001
30,32,0.0716,126.3339,-7518.06,2375.78,0.502
20,37,0.0715,126.117,-7317.14,2371.7,0.5014
28,41,0.0715,126.1319,-8483.36,2371.98,0.4991
14,94,0.0715,126.2287,-6413.04,2373.8,0.4967
44,50,0.0715,126.1595,-5761.34,2372.5,0.5016
13,98,0.0714,126.034,-7245.2,2370.14,0.4963
32,44,0.0714,126.051,-5716.0,2370.46,0.4978
28,73,0.0713,125.832,-6489.0,2366.34,0.4988
30,52,0.0713,125.849,-5226.18,2366.66,0.5007
39,54,0.0713,125.8086,-6873.94,2365.9,0.5007
44,63,0.0712,125.6225,-5351.44,2362.4,0.5018
37,68,0.0712,125.6937,-6229.1,2363.74,0.5005
16,38,0.0711,125.4991,-8308.97,2360.08,0.4999
26,78,0.0711,125.4778,-6692.66,2359.68,0.4991
29,110,0.071,125.2321,-6203.0,2355.06,0.5031
29,111,0.071,125.3119,-6106.0,2356.56,0.5026
36,93,0.071,125.3225,-5488.75,2356.76,0.5031
41,68,0.071,125.18,-5385.5,2354.08,0.5022
50,52,0.071,125.2906,-5859.18,2356.16,0.5014
26,86,0.0709,125.0779,-5677.18,2352.16,0.502
11,47,0.0709,125.0801,-8223.85,2352.2,0.4974
20,50,0.0709,125.0226,-7053.75,2351.12,0.4995
24,55,0.0708,124.8652,-5917.68,2348.16,0.4986
28,47,0.0708,124.9737,-6508.5,2350.2,0.4988
53,65,0.0708,124.8674,-5157.75,2348.2,0.5031
7,123,0.0706,124.5217,-7586.78,2341.7,0.5003
30,110,0.0706,124.5547,-5953.0,2342.32,0.5026
14,49,0.0706,124.6185,-7831.96,2343.52,0.4978
25,73,0.0705,124.3877,-6877.36,2339.18,0.5003
36,91,0.0705,124.3122,-5779.25,2337.76,0.5033
19,28,0.0705,124.3494,-7487.59,2338.46,0.4967
34,97,0.0704,124.2612,-5886.75,2336.8,0.5037
13,100,0.0704,124.1569,-7479.0,2334.84,0.4969
25,71,0.0704,124.1835,-7188.2,2335.34,0.5005
30,54,0.0703,123.9549,-5752.3,2331.04,0.5009
42,78,0.0703,124.0846,-5643.25,2333.48,0.5037
24,82,0.0702,123.8687,-6858.42,2329.42,0.4984
42,56,0.0702,123.8411,-6006.94,2328.9,0.502
30,50,0.0701,123.6571,-5493.47,2325.44,0.4999
24,81,0.0701,123.6528,-6707.98,2325.36,0.4984
57,63,0.0701,123.7507,-5346.5,2327.2,0.5033
22,126,0.0701,123.6549,-6792.5,2325.4,0.5041
31,97,0.0701,123.7475,-5739.0,2327.14,0.5024
25,78,0.07,123.5571,-6802.78,2323.56,0.4991
34,55,0.07,123.4816,-6797.9,2322.14,0.5009
44,65,0.07,123.5794,-5044.5,2323.98,0.5024
18,49,0.0699,123.2583,-7321.9,2317.94,0.4997
54,65,0.0699,123.2678,-4772.75,2318.12,0.5028
26,120,0.0699,123.3029,-6235.25,2318.78,0.5026
21,91,0.0698,123.1285,-6547.84,2315.5,0.4995
25,74,0.0698,123.2338,-6642.86,2317.48,0.5001
29,38,0.0698,123.2381,-7984.5,2317.56,0.5001
26,122,0.0698,123.2178,-5891.0,2317.18,0.5028
37,80,0.0698,123.0998,-5178.88,2314.96,0.5022
65,95,0.0697,122.919,-5536.78,2311.56,0.5077
13,102,0.0697,122.9371,-7466.44,2311.9,0.4974
1,83,0.0697,123.0328,-7636.09,2313.7,0.4993
43,55,0.0697,123.0168,-6006.94,2313.4,0.502
42,72,0.0696,122.8477,-5449.5,2310.22,0.5022
40,53,0.0696,122.7233,-6717.96,2307.88,0.5012
13,99,0.0696,122.8265,-7402.02,2309.82,0.4967
35,75,0.0695,122.6957,-5457.98,2307.36,0.5026
27,44,0.0695,122.5734,-6887.28,2305.06,0.4984
50,56,0.0695,122.5712,-5264.82,2305.02,0.502
24,120,0.0695,122.617,-6423.5,2305.88,0.5039
35,39,0.0695,122.5404,-6765.25,2304.44,0.4991
28,57,0.0695,122.5776,-6168.2,2305.14,0.5014
31,61,0.0694,122.5064,-6834.04,2303.8,0.5007
2,20,0.0694,122.3755,-9589.76,2301.34,0.4906
37,54,0.0694,122.5319,-7318.06,2304.28,0.4997
15,46,0.0693,122.2798,-7649.92,2299.54,0.4984
39,49,0.0693,122.3245,-6966.66,2300.38,0.5003
15,119,0.0692,122.1692,-5430.38,2297.46,0.5012
22,44,0.0691,121.9597,-7541.75,2293.52,0.5009
30,84,0.0691,121.9948,-5757.86,2294.18,0.5022
25,122,0.0691,121.8597,-6692.5,2291.64,0.5028
27,68,0.0691,121.898,-7226.68,2292.36,0.5012
30,63,0.069,121.7204,-7272.32,2289.02,0.5005
41,51,0.069,121.7013,-6689.68,2288.66,0.5009
29,52,0.069,121.7821,-5489.23,2290.18,0.5007
1,84,0.069,121.7034,-7636.09,2288.7,0.4997
42,50,0.069,121.7013,-6689.68,2288.66,0.5009
29,37,0.0689,121.647,-7347.5,2287.64,0.5003
77,95,0.0687,121.2833,-5984.54,2280.8,0.5052
38,85,0.0687,121.1429,-5702.25,2278.16,0.5037
33,76,0.0685,120.8845,-5700.04,2273.3,0.5012
56,64,0.0685,120.8749,-5346.5,2273.12,0.5033
22,88,0.0685,120.9004,-6190.74,2273.6,0.4993
54,66,0.0685,120.8749,-5346.5,2273.12,0.5033
23,24,0.0685,120.9026,-7340.41,2273.64,0.4974
55,65,0.0685,120.8749,-5346.5,2273.12,0.5033
23,45,0.0685,120.7728,-7063.14,2271.2,0.5009
24,42,0.0684,120.7165,-7694.25,2270.14,0.5012
26,32,0.0684,120.692,-7545.25,2269.68,0.5012
28,108,0.0683,120.5144,-6363.5,2266.34,0.5022
31,68,0.0683,120.5303,-6317.2,2266.64,0.5003
29,51,0.0683,120.5729,-5493.47,2267.44,0.4993
29,64,0.0683,120.5314,-6808.88,2266.66,0.5009
24,43,0.0682,120.3868,-7390.25,2263.94,0.5014
28,107,0.0682,120.408,-6363.5,2264.34,0.5022
13,105,0.0682,120.3772,-6891.58,2263.76,0.4982
27,74,0.0681,120.157,-6765.72,2259.62,0.4991
72,86,0.068,119.9358,-5420.88,2255.46,0.5077
71,87,0.068,119.9358,-5420.88,2255.46,0.5077
14,102,0.068,119.939,-6909.32,2255.52,0.4986
26,79,0.0679,119.8731,-6347.06,2254.28,0.4995
27,46,0.0679,119.821,-6953.0,2253.3,0.4993
23,122,0.0678,119.5913,-6282.0,2248.98,0.5043
